Name;Leonardo;Gold;Uranium;Asml;Siemens;ENAV;Euronext;Gerdau;Novo Nordisk;Nutrien;Philip Morris;Caterpillar;Coca cola HBC;Iqvia;Mercado libre;Miniso Group;PT adaro andalan;Unitedhealth group;Vitec;Airbus;Cameco;Dollar General;Futu holdings;Imperial brands;Shenghe;XIAOMI;Adyen;Nu holdings;tata consumer;Bund 0% Fb32;Venture Global LNG 7.75% 2035;Spain 3.45% Oc34;Btp 0.45% Fb29;OAT 1.25% MAY36 EUR;ROMANIA 2.875% MZ29;BTP 2.95% ST38
14.07.2025;48,59;2866,7789;33,41;650,2;220,3;3,914;149,4;2,5;59,11;52,24064;154,98;347,91;45,52;137,3;2040,86;3,867;0,371;257,72;34,898;183;64,43;98,08;125,95;34,13;1,783;6,259;1509,8;11,21;10,69;85,534;92,535;101,809;93,392;79,5715;91,24;96,618
11.07.2025;47,29;2870,6338;32,09;625,8;223,05;3,882;148,7;2,51;58,97;52,15032;153,91;347,27;45,27;139,28;2042,48;3,793;0,366;260,16;35,157;183,22;62,2;96,79;128,32;33,66;1,789;6,25;1519;10,98;10,74;85,5165;92,401;101,864;93,513772;79,767;91,447;96,633
10.07.2025;46,64;2839,908;31,65;706,1;226,8;3,85;148,4;2,55;60,69;52,03697;154,69;349;45,38;141,48;2053,08;3,838;0,37;255,99;42,35;183,3;60,53;95,95;122,64;33,6;1,636;6,195;1511;11,14;10,86;85,624;92,664;101,95;93,513772;79,946;91,571;96,743
09.07.2025;46,95;2827,3293;31,34;687,3;225,5;3,832;148,2;2,51;59,47;53,02588;151,87;343,19;45,49;138,25;2113,73;3,854;0,367;258,48;44,053;182,36;61,05;95,87;121,51;33,25;1,541;6,24;1575,6;11,64;10,94;85,785161;92,417;102,208;93,513772;80,23;91,9;96,743
08.07.2025;46,98;2815,1186;31,58;683,9;217,05;3,842;146,2;2,59;59,4;52,44848;151,59;336,31;45,33;140,28;2112,42;3,89;0,36;262,45;43,586;178,92;61,36;96,12;111,34;32,98;1,569;6,373;1563,6;11,59;10,94;85,668;92,297;102,108;93,5995;80,2125;91,781;96,578
07.07.2025;46,62;2848,9288;32,44;690;218,35;3,864;148,1;2,57;59,21;51,83075;154,78;334,42;46,53;138,76;2136,4;3,863;0,363;259,43;43,704;177,28;64,23;99,34;105,18;33,11;1,523;6,236;1562,8;11,41;10,98;85,914;92,747;102,444;93,5995;80,4955;92,196;96,717
03.07.2025;45,77;2829,4553;32,24;679,8;221,3;3,878;144,6;2,58;58,84;51,40355;152,16;338,43;46,03;139,71;2138,53;3,814;0,366;262,46;43,035;176,76;62,48;97,07;103,6;33,08;1,533;6,296;1535;11,57;10,85;86,019062;92,447;102,711;93,49805;80,8585;92,647;96,755
02.07.2025;45,45;2845,4621;31,96;678,9;219,5;3,872;143,4;2,52;59,18;50,84984;149,1;337,71;44,08;139,56;2095,31;3,828;0,367;260,69;42,438;175,18;60,74;97,86;101,98;32,51;1,532;6,495;1530,6;11,43;10,85;85,805;91,952;102,358;93,49805;80,5495;92,114;96,293
01.07.2025;45,39;2828,3165;31,7;671,6;215,65;3,94;145,1;2,43;59,14;49,47868;150,39;331,15;45,06;137,75;2118,93;3,848;0,362;276,27;42,202;172,32;60,71;97,67;103,04;33,32;1,549;6,48;1532,4;11,55;10,84;86,011;91,968;102,8;93,6188;80,98;92,637;96,023
30.06.2025;47,78;2802,7422;32,93;659,4;217,65;3,922;145,1;2,44;58,56;49,47868;154,53;329,38;44,32;133,71;2217,57;3,848;0,351;264,7;42,886;177,26;62,98;97,05;104,86;33,52;1,56;6,48;1558,4;11,64;10,88;85,82163;91,474;102,571;93,483404;80,9065;92,333;96,067
27.06.2025;46,63;2792,899;32,49;677,1;222,75;3,872;145,7;2,42;58,46;49,68576;154,48;328,28;44,09;134,37;2184,53;3,794;0,352;263,77;43,025;178,2;62,52;97,66;103,45;33,05;1,536;6,408;1576,6;11,31;11,23;85,86;92,527;102,74;93,483404;80,819;92,474;96,003
26.06.2025;48,19;2844,5073;33,09;677,6;214,85;3,818;146,1;2,45;57,87;49,63203;154,42;326,42;44,42;135,19;2188,39;3,789;0,356;258,67;41,346;176,1;63,65;96,27;105,32;33,37;1,519;6,196;1532;11,45;11,43;86,08069;92,552;102,859;93,645881;81,016;92,404;96,095
25.06.2025;46,21;2857,9745;32,46;668,2;213,6;3,784;143,8;2,39;57,77;50,30628;154,04;318,71;44,13;136,13;2179;3,835;0,357;259,04;41,634;171,54;61,27;96,72;106,64;33,16;1,553;6,19;1582,8;11,35;11,23;85,95;92,625;102,723;93,4699;80,918;92,27;96,152
24.06.2025;45;2863,327;33,31;677,6;214,5;3,78;143,8;2,46;60,93;51,19891;158,93;321,35;45,15;136,61;2178,63;3,781;0,364;263,28;41,893;170,6;62,32;97,61;101,05;33,88;1,558;6,244;1596,2;11,57;11,11;86,125;92,981;102,877;93,4699;81,091;92,42;96,188
23.06.2025;45,5;2909,9071;32,43;682,5;208,8;3,732;144,1;2,47;60,23;52,13587;159,77;316,37;44,97;134,04;2118,94;3,692;0,374;259,74;40,888;167;60,23;99,3;97,4;34,27;1,556;6,036;1542;10,66;11,07;86,237;93,771;102,963;93,4699;81,173;92,315;95,854
20.06.2025;47,04;2923,0863;31,91;677,4;209,3;4,082;144,4;2,47;64,03;52,96666;159,08;312,9;45,27;134,29;2086,28;3,754;0,37;262,12;41,457;167,5;59,25;96,78;99,21;34,47;1,561;5,976;1531,6;10,54;11,03;86,19517;94,032;102,787;93,414;80,987;92,17;95,688
18.06.2025;48,14;2934,6939;32,9;694,5;211,05;4,098;142,2;2,57;64,47;54,324;159,08;313,44;45,68;134,69;2093,17;3,923;0,377;267,62;41,521;162,98;60,69;97,84;106,42;34,68;1,614;5,971;1603,8;10,66;10,74;86,267;94,273;102,996;93,381999;81,312;92,626;95,765
17.06.2025;48,24;2951,7995;32,72;691,4;214;4,086;142,2;2,57;64,76;53,84228;159,82;311,6;45,12;134,25;2081,61;3,907;0,377;269,07;42,243;160,74;60,33;98,72;106,01;34,23;1,677;5,993;1682,4;10,54;10,82;86,056;94,191;102,701;93,381999;81,046;92,218;95,747
16.06.2025;49,12;2926,1547;32,93;668,7;216;4,12;143;2,59;66,62;54,36543;158,54;313,5;46;137,75;2123,31;3,862;0,382;266,12;42,352;162,02;59,99;98,29;106,83;34,48;1,647;5,967;1687,4;10,72;10,92;86,0617;93,467;102,936;93,522;81,1675;92,608;95,584
13.06.2025;48,61;2971,0756;31,28;650,4;214,95;4,084;142;2,56;69,1;54,43456;159,57;309,08;46,33;135,81;2053,31;3,838;0,381;271,41;42,391;161,58;57,7;96,68;96,52;34,16;1,613;5,729;1656,2;10,3;10,84;86,083654;93,522;102,744;93,384838;81,0225;92,265;95,591
12.06.2025;48,4;2921,5617;31,09;653,1;217,35;4,16;142,8;2,58;69,97;52,23039;158,94;311,63;46,5;137,38;2045,08;3,916;0,385;274,97;41,772;162,8;57,1;96,56;98,52;33,98;1,623;5,741;1700;10,36;10,95;86,3675;93,342;103,414;93,6114;81,4855;93,016;95,852
11.06.2025;48,33;2919,1785;31,23;665;219,7;4,196;143,8;2,61;68,54;52,39724;159,63;316,13;46,29;138,27;2078;4,043;0,379;270,36;42,712;163,62;57,74;97,02;99,83;33,9;1,64;6;1721,8;11,11;11,25;86,05;93,917;103,076;93,54715;81,292;92,559;95,847
10.06.2025;48,78;2908,3169;29,81;666;219,05;4,21;142,5;2,71;69,45;52,42698;156,73;313,9;46,02;139,87;2097,91;4,049;0,379;265,95;42,031;163,92;55,88;97,38;94,17;33,89;1,594;5,962;1744,8;10,48;11,41;86,05;93,601;103,218;93,5005;81,354;92,734;95,802
09.06.2025;52,06;2913,8179;30,81;670,1;219,3;4,184;144,4;2,74;66,08;52,9281;158,17;313,55;46;134,98;2144,13;3,967;0,389;265,49;41,881;165,5;58,59;99,22;95,41;33,91;1,605;6,042;1707,2;10,44;11,46;85,89994;93,587;102,9;93,402;81,042;92,265;95,747
06.06.2025;52,62;2904,7519;29,52;664,6;218,8;4,22;146,4;2,58;65,5;52,46697;159,5;310,12;46,23;133,68;2178,68;3,876;0,378;266,12;41,931;165,34;53,03;99,6;93,09;34,13;1,58;5,939;1724,8;10,66;11,42;85,833;93,795;102,853;93,375914;81,1475;92,242;95,326
05.06.2025;54,3;2930,0216;28,98;676,6;219,25;4,238;145,7;2,55;63,48;52,64648;159;304,93;46,29;128,77;2255,98;3,965;0,368;258,51;41,931;165,5;52,46;99,48;94,01;34,39;1,587;6,042;1705,2;10,58;11,32;85,75895;93,154;102,648;93,32135;80,909;91,807;95,197
04.06.2025;53,14;2956,4859;28,97;690,2;218,05;4,24;145,6;2,45;63,1;52,85425;158,24;305,97;46,52;129,54;2254,5;3,93;0,375;263,1;41,473;170,18;52,51;97,9;98,22;33,76;1,542;5,967;1682,8;10,46;11,47;86,17;93,084;103,11;93,58265;81,3585;92,088;95,238
03.06.2025;54,48;2948,0893;28,8;684,5;214,05;4,24;145,5;2,48;62,37;52,58322;160,4;307,3;46,29;125,58;2288,71;3,773;0,378;264,93;40,446;166,44;52,49;99,01;92,23;33,63;1,468;5,964;1671,2;10,55;11,44;86,22;92,785;103,278;93,609377;81,544;92,076;94,95
02.06.2025;53,66;2953,4657;27,86;680,1;213,65;4,23;147;2,41;63,66;52,57939;159,73;301,26;46,04;121,58;2266,79;3,738;0,385;266,34;39,712;162,58;50,85;84,93;90,67;33,7;1,419;5,75;1655,2;10,49;11,48;86,2283;91,546;103,137;93,609377;81,503;91,932;94,632
30.05.2025;54,22;2898,6956;28,21;667,6;211,8;4,214;143,4;2,3;63,01;52,0051;159,15;306,72;45,81;123,67;2259;3,811;0,392;266,07;39,762;162,08;51,58;85,71;89,83;33,33;1,419;5,727;1689,6;10,58;11,4;86,249717;92,483;103,278;93,569032;81,47;92,176;94,711
29.05.2025;54,12;2916,0999;28,37;659;212,6;4,2;144,6;2,39;61,09;51,69709;156,42;309,37;45,57;124,02;2238,58;3,931;0,397;262,22;40,786;162,56;52,02;85,37;94,42;33,07;1,433;5,798;1680;10,54;11,43;86,244422;91,925;103,185;93,549;81,463;92,141;94,501
28.05.2025;55,34;2912,9561;29,14;652,4;217,5;4,166;145;2,42;60,75;52,75213;158,33;309,5;46,96;122,9;2258,86;3,864;0,398;264;40,786;162,34;53,5;86,58;95,39;33,25;1,417;5,847;1619,8;10,8;11,63;86,024;92,475;102,787;93,391;81,143;91,645;94,529
27.05.2025;54,3;2912,7449;29,1;653,1;221;4,196;145,3;2,46;62,18;52,81012;158,22;310,3;47,56;124,06;2255,62;3,919;0,391;260,42;40,885;162,2;53,38;89,14;94,35;33,61;1,426;5,806;1621;10,54;11,78;86,08451;91,874;102,908;93,38405;81,172;91,779;94,525
23.05.2025;51,36;2954,0601;28,01;646,2;212,3;4,112;146,9;2,36;59,27;52,45111;156,8;302,17;47,74;120,56;2206,82;4,747;0,391;260,09;40,255;157,3;51,65;89,22;98,35;33,54;1,438;5,954;1586,2;10,55;11,79;85,924;91,001;102,429;93,368;80,7515;90,991;94,33
22.05.2025;51,22;2920,3;25,28;653,9;217,1;4,1;145;2,35;60,43;52,2509;155,35;306,02;47,69;122,38;2310,29;4,865;0,4;263,01;40,426;161,26;46,82;89,22;98,79;32,88;1,444;6,026;1608,4;10,86;11,62;85,52725;91,596;102,022;93,14015;80,347;90,562;94,342
21.05.2025;51,76;2925,1801;24,92;665,5;221;4,134;145;2,36;60,2;52,6659;154,15;302,33;47,3;121,18;2296,73;4,486;0,4;267,44;43,031;162,1;46,05;88,96;96,38;33,29;1,467;6,137;1623;10,58;11,74;85,477;91,549;101,989;93,109;80,4525;90,687;94,392
